citing_doi,ref_doi,ref_key,ref_author,ref_year,ref_title,ref_journal,raw,citing_affiliations,citing_affiliation_countries,citing_latitude_mean,citing_longitude_mean,citing_affiliation_locations_json,citing_affiliation_cities,citing_affiliation_states,citing_journal_name,citing_doi_norm
10.1002/adem.202500508,10.1016/S1003-6326(19)65076-4,e_1_2_9_39_1,,,,,,Northwestern Polytechnical University,CN,34.258331298828125,108.9286117553711,"[{""affiliation"": ""Northwestern Polytechnical University"", ""country"": ""CN"", ""latitude"": 34.258331298828125, ""longitude"": 108.9286117553711, ""city"": ""Northwestern Polytechnical University"", ""state"": """", ""source"": ""row_based""}]",Northwestern Polytechnical University,,Advanced Engineering Materials,10.1002/adem.202500508
10.1002/adem.202500508,,e_1_2_9_40_1,Liyana N. K.,2019.0,,J. Mater. Sci.,,Northwestern Polytechnical University,CN,34.258331298828125,108.9286117553711,"[{""affiliation"": ""Northwestern Polytechnical University"", ""country"": ""CN"", ""latitude"": 34.258331298828125, ""longitude"": 108.9286117553711, ""city"": ""Northwestern Polytechnical University"", ""state"": """", ""source"": ""row_based""}]",Northwestern Polytechnical University,,Advanced Engineering Materials,10.1002/adem.202500508
10.1002/adem.202500508,10.1038/s41563-021-00920-9,e_1_2_9_41_1,,,,,,Northwestern Polytechnical University,CN,34.258331298828125,108.9286117553711,"[{""affiliation"": ""Northwestern Polytechnical University"", ""country"": ""CN"", ""latitude"": 34.258331298828125, ""longitude"": 108.9286117553711, ""city"": ""Northwestern Polytechnical University"", ""state"": """", ""source"": ""row_based""}]",Northwestern Polytechnical University,,Advanced Engineering Materials,10.1002/adem.202500508
10.1002/adem.202500508,10.7498/aps.67.20180062,e_1_2_9_42_1,,,,,,Northwestern Polytechnical University,CN,34.258331298828125,108.9286117553711,"[{""affiliation"": ""Northwestern Polytechnical University"", ""country"": ""CN"", ""latitude"": 34.258331298828125, ""longitude"": 108.9286117553711, ""city"": ""Northwestern Polytechnical University"", ""state"": """", ""source"": ""row_based""}]",Northwestern Polytechnical University,,Advanced Engineering Materials,10.1002/adem.202500508
10.1002/adem.202500508,10.1016/j.corsci.2023.111756,e_1_2_9_43_1,,,,,,Northwestern Polytechnical University,CN,34.258331298828125,108.9286117553711,"[{""affiliation"": ""Northwestern Polytechnical University"", ""country"": ""CN"", ""latitude"": 34.258331298828125, ""longitude"": 108.9286117553711, ""city"": ""Northwestern Polytechnical University"", ""state"": """", ""source"": ""row_based""}]",Northwestern Polytechnical University,,Advanced Engineering Materials,10.1002/adem.202500508
10.1002/adem.202500508,10.1016/j.jmapro.2020.01.050,e_1_2_9_44_1,,,,,,Northwestern Polytechnical University,CN,34.258331298828125,108.9286117553711,"[{""affiliation"": ""Northwestern Polytechnical University"", ""country"": ""CN"", ""latitude"": 34.258331298828125, ""longitude"": 108.9286117553711, ""city"": ""Northwestern Polytechnical University"", ""state"": """", ""source"": ""row_based""}]",Northwestern Polytechnical University,,Advanced Engineering Materials,10.1002/adem.202500508
10.1002/adem.202500508,10.1016/j.intermet.2016.06.012,e_1_2_9_45_1,,,,,,Northwestern Polytechnical University,CN,34.258331298828125,108.9286117553711,"[{""affiliation"": ""Northwestern Polytechnical University"", ""country"": ""CN"", ""latitude"": 34.258331298828125, ""longitude"": 108.9286117553711, ""city"": ""Northwestern Polytechnical University"", ""state"": """", ""source"": ""row_based""}]",Northwestern Polytechnical University,,Advanced Engineering Materials,10.1002/adem.202500508
10.1002/adem.202500508,,e_1_2_9_46_1,Cai X.,2018.0,,Science,,Northwestern Polytechnical University,CN,34.258331298828125,108.9286117553711,"[{""affiliation"": ""Northwestern Polytechnical University"", ""country"": ""CN"", ""latitude"": 34.258331298828125, ""longitude"": 108.9286117553711, ""city"": ""Northwestern Polytechnical University"", ""state"": """", ""source"": ""row_based""}]",Northwestern Polytechnical University,,Advanced Engineering Materials,10.1002/adem.202500508
10.1002/jemt.24453,10.1016/j.commatsci.2023.112069,e_1_2_9_2_1,,,,,,"Brno University of Technology; Central European Institute of Technology; Czech Academy of Sciences, Institute of Physics of Materials; Ruhr University Bochum",AT; CZ; DE,49.65250656835938,14.729663848388672,"[{""affiliation"": ""Central European Institute of Technology"", ""country"": ""CZ"", ""latitude"": 49.195220947265625, ""longitude"": 16.607959747314453, ""city"": ""Central European Institute of Technology"", ""state"": """", ""source"": ""row_based""}, {""affiliation"": ""Czech Academy of Sciences, Institute of Physics of Materials"", ""country"": ""CZ"", ""latitude"": 49.195220947265625, ""longitude"": 16.607959747314453, ""city"": ""Czech Academy of Sciences, Institute of Physics of Materials"", ""state"": """", ""source"": ""row_based""}, {""affiliation"": ""Central European Institute of Technology"", ""country"": ""AT"", ""latitude"": 49.195220947265625, ""longitude"": 16.607959747314453, ""city"": ""Central European Institute of Technology"", ""state"": """", ""source"": ""row_based""}, {""affiliation"": ""Brno University of Technology"", ""country"": ""CZ"", ""latitude"": 49.19522, ""longitude"": 16.60796, ""city"": ""Brno University of Technology"", ""state"": """", ""source"": ""row_based""}, {""affiliation"": ""Ruhr University Bochum"", ""country"": ""DE"", ""latitude"": 51.48165, ""longitude"": 7.21648, ""city"": ""Ruhr University Bochum"", ""state"": """", ""source"": ""row_based""}]","Brno University of Technology; Central European Institute of Technology; Czech Academy of Sciences, Institute of Physics of Materials; Ruhr University Bochum",,Microscopy Research and Technique,10.1002/jemt.24453
10.1002/jemt.24453,,e_1_2_9_3_1,Ardakani M.,2000.0,Lattice rotations during creep deformation of a single crystal superalloy in triaxial stresses,Advances in the Mechanical Behavior of Polymeric Materials,,"Brno University of Technology; Central European Institute of Technology; Czech Academy of Sciences, Institute of Physics of Materials; Ruhr University Bochum",AT; CZ; DE,49.65250656835938,14.729663848388672,"[{""affiliation"": ""Central European Institute of Technology"", ""country"": ""CZ"", ""latitude"": 49.195220947265625, ""longitude"": 16.607959747314453, ""city"": ""Central European Institute of Technology"", ""state"": """", ""source"": ""row_based""}, {""affiliation"": ""Czech Academy of Sciences, Institute of Physics of Materials"", ""country"": ""CZ"", ""latitude"": 49.195220947265625, ""longitude"": 16.607959747314453, ""city"": ""Czech Academy of Sciences, Institute of Physics of Materials"", ""state"": """", ""source"": ""row_based""}, {""affiliation"": ""Central European Institute of Technology"", ""country"": ""AT"", ""latitude"": 49.195220947265625, ""longitude"": 16.607959747314453, ""city"": ""Central European Institute of Technology"", ""state"": """", ""source"": ""row_based""}, {""affiliation"": ""Brno University of Technology"", ""country"": ""CZ"", ""latitude"": 49.19522, ""longitude"": 16.60796, ""city"": ""Brno University of Technology"", ""state"": """", ""source"": ""row_based""}, {""affiliation"": ""Ruhr University Bochum"", ""country"": ""DE"", ""latitude"": 51.48165, ""longitude"": 7.21648, ""city"": ""Ruhr University Bochum"", ""state"": """", ""source"": ""row_based""}]","Brno University of Technology; Central European Institute of Technology; Czech Academy of Sciences, Institute of Physics of Materials; Ruhr University Bochum",,Microscopy Research and Technique,10.1002/jemt.24453
